index,p_cluster_0,p_cluster_1,p_cluster_2,p_cluster_3,p_cluster_4,p_cluster_5,p_cluster_6,p_cluster_7,p_cluster_8,p_cluster_9,p_cluster_10,p_cluster_11,p_cluster_12,p_cluster_13,p_cluster_14,p_cluster_15,p_cluster_16,p_cluster_17,p_cluster_18,p_cluster_19,p_cluster_20,p_cluster_21,p_cluster_22,p_cluster_23,p_cluster_24,p_cluster_25,p_cluster_26,p_cluster_27,p_cluster_28,p_cluster_29,p_cluster_30,p_cluster_31,p_cluster_32,p_cluster_33,p_cluster_34,p_cluster_35,p_cluster_36,p_cluster_37,p_cluster_38,p_cluster_39,p_cluster_40,p_cluster_41,p_cluster_42,p_cluster_43,p_cluster_44,p_cluster_45,p_cluster_46,p_cluster_47,p_cluster_48,p_cluster_49
13,1.800945397615592e-33,0.0,3.128884448488956e-05,4.6517756456438126e-24,0.0,2.5705666017387545e-32,0.0,0.0,0.0,9.534195199472555e-14,0.0,0.0,0.0,0.9999687104196304,0.0,3.973351334218394e-13,0.0,1.1592853477770007e-92,0.0,0.0,9.88898953762746e-44,0.0,5.777447568689368e-11,0.0,0.0,0.0,1.0540148011093329e-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.163217194384695e-119,0.0,0.0,0.0,0.0,0.0,8.117638230462372e-30,0.0,0.0,0.0,0.0,6.776229873363498e-10,0.0,3.4739799740918703e-74,0.0
14,2.3881369385786097e-27,0.0,5.098949291552372e-05,5.191111047441949e-19,0.0,8.803952500092667e-24,0.0,0.0,0.0,0.9998483588580556,0.0,0.0,0.0,2.877396719897182e-10,3.951125646827e-312,1.2592252385015686e-11,0.0,1.5216081252506818e-68,0.0,0.0,3.1867956734191983e-38,0.0,0.0001006502686376501,0.0,0.0,0.0,2.1220722286508185e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.865695772291819e-107,0.0,0.0,0.0,0.0,0.0,1.1194992271480029e-23,0.0,0.0,0.0,0.0,1.0800561093474433e-09,0.0,1.0193362008744766e-63,0.0
15,4.4228951290101494e-37,0.0,3.695152681853658e-05,3.8595700081972324e-26,0.0,0.9999630349342635,0.0,0.0,0.0,4.037928653894384e-14,0.0,0.0,0.0,1.5385071453093447e-13,0.0,8.844911302273842e-14,0.0,1.7225344758161792e-89,0.0,0.0,1.0221843148737966e-42,0.0,3.850618190850365e-12,0.0,0.0,0.0,1.763717452985864e-49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1757103646207366e-121,0.0,0.0,0.0,0.0,0.0,3.1241135588835816e-29,0.0,0.0,0.0,0.0,1.35348066021798e-08,0.0,3.5315126154328457e-76,0.0
16,1.517311325655277e-36,0.0,5.612405205988458e-29,8.811846668506067e-37,0.0,8.895327502141666e-38,0.0,0.0,0.0,7.967332710886291e-30,0.0,0.0,0.0,9.921492379768972e-32,1.484082682430529e-281,7.38915216187734e-31,0.0,3.714259223445424e-82,0.0,0.0,1.0,0.0,1.1372383623268749e-22,0.0,0.0,0.0,3.6956799338245035e-47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6532439187079644e-95,0.0,0.0,0.0,0.0,0.0,1.2953462829272337e-37,0.0,0.0,0.0,0.0,1.698981880224443e-31,0.0,8.309372338256956e-66,0.0
17,9.846320574960951e-35,0.0,1.3076447479357278e-23,2.0121199304949504e-31,0.0,2.3756655373726268e-37,0.0,0.0,0.0,5.985569358213518e-23,0.0,0.0,0.0,1.0,5.315274231400329e-289,5.151263082905516e-25,0.0,1.0259986276072923e-72,0.0,0.0,5.867058889534672e-39,0.0,2.735842190960245e-20,0.0,0.0,0.0,3.4270145199982484e-47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6422200582240028e-100,0.0,0.0,0.0,0.0,0.0,4.295654675721221e-38,0.0,0.0,0.0,0.0,2.253709771076314e-25,0.0,1.3397557587346421e-71,0.0
18,3.2518927525905293e-21,0.0,1.278342644804217e-11,1.0375463424145474e-15,0.0,3.681044079613831e-22,0.0,0.0,0.0,4.3752297348460726e-12,0.0,0.0,0.0,3.4214120938901215e-16,2.2252793702313412e-269,1.025372471953313e-14,0.0,1.2207402737495683e-63,0.0,0.0,5.0001627374867544e-21,0.0,0.9999999999649845,0.0,0.0,0.0,4.6743854546998576e-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2609788966243675e-78,0.0,0.0,0.0,0.0,0.0,3.1018694341010324e-21,0.0,0.0,0.0,0.0,1.7843345664353074e-11,0.0,1.7631971303224677e-56,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,1.2588920475597779e-45,0.0,0.9999999300580409,1.8143555798726553e-31,0.0,5.60650292235935e-45,0.0,0.0,0.0,2.2694334414266497e-18,0.0,0.0,0.0,1.0933182999114311e-23,0.0,1.1136451972812406e-13,0.0,7.315104075111838e-116,0.0,0.0,7.336302807920934e-66,0.0,2.7801817569509378e-18,0.0,0.0,0.0,6.6993710462116e-61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.668458300775717e-156,0.0,0.0,0.0,0.0,0.0,6.236041302264957e-35,0.0,0.0,0.0,0.0,6.994186261464461e-08,0.0,7.4413136494812766e-93,0.0
21,1.0426295972842345e-44,0.0,0.9999998245645697,9.998410595973124e-31,0.0,3.319930626873518e-43,0.0,0.0,0.0,1.1284828394719927e-18,0.0,0.0,0.0,1.6367712611465094e-23,0.0,1.717890821050364e-14,0.0,6.29451583712195e-114,0.0,0.0,1.3794945537318528e-66,0.0,1.600722008514451e-17,0.0,0.0,0.0,4.938006476857495e-60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.815741110743481e-158,0.0,0.0,0.0,0.0,0.0,3.4306078886220027e-35,0.0,0.0,0.0,0.0,1.7543540208466966e-07,0.0,5.693670518906273e-92,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,1.2128315997143239e-26,0.0,5.4539154429543057e-14,1.98789932223237e-24,0.0,2.557056783060505e-24,0.0,0.0,0.0,0.9999999999971294,0.0,0.0,0.0,3.0088958236414146e-19,4.943339417506318e-292,1.1685785232835714e-14,0.0,6.222798702478256e-71,0.0,0.0,1.4197282398350395e-30,0.0,2.8140859543434792e-12,0.0,0.0,0.0,3.7230746490390867e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1205062347896985e-89,0.0,0.0,0.0,0.0,0.0,9.511772943666413e-25,0.0,0.0,0.0,0.0,1.0207512896782602e-15,0.0,1.5558393399182942e-63,0.0
24,3.1123315093376434e-40,0.0,0.9999944826810043,4.5397117862083774e-29,0.0,1.6395386278983774e-38,0.0,0.0,0.0,1.6068638411697481e-15,0.0,0.0,0.0,3.232807247592081e-20,0.0,9.882489851094399e-12,0.0,1.5356737300766402e-103,0.0,0.0,1.0249345266949148e-59,0.0,5.235614626648176e-15,0.0,0.0,0.0,1.7678842981269882e-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.03439946903299e-147,0.0,0.0,0.0,0.0,0.0,1.818042336850754e-32,0.0,0.0,0.0,0.0,5.51730912046101e-06,0.0,2.5086115844699074e-86,0.0
25,4.5556941965191965e-39,0.0,0.9999990984677054,1.9591678988707902e-27,0.0,1.832164747038755e-38,0.0,0.0,0.0,2.838162374638486e-14,0.0,0.0,0.0,9.801327575838983e-19,0.0,6.586685246116325e-13,0.0,2.4153694280201283e-104,0.0,0.0,5.539065112137714e-55,0.0,2.0026820721286903e-15,0.0,0.0,0.0,7.945202164334394e-56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.428572642093715e-144,0.0,0.0,0.0,0.0,0.0,9.373139417843223e-29,0.0,0.0,0.0,0.0,9.015315988810675e-07,0.0,1.1688940715330967e-84,0.0
26,3.8124631708709074e-33,0.0,1.459332307920747e-11,1.0032322328847322e-25,0.0,2.0285545173827784e-26,0.0,0.0,0.0,0.9999999999735394,0.0,0.0,0.0,8.904646626884665e-20,0.0,2.2763304126057913e-16,0.0,1.0346777501637436e-79,0.0,0.0,1.977546418285665e-39,0.0,1.1826238071535771e-11,0.0,0.0,0.0,4.5039102869259393e-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9207004081712945e-107,0.0,0.0,0.0,0.0,0.0,9.309302820993072e-28,0.0,0.0,0.0,0.0,3.935663721498114e-14,0.0,5.638783145894639e-67,0.0
27,2.7430217226329413e-34,0.0,0.9999807040223421,6.411976499281952e-23,0.0,3.559398398263761e-33,0.0,0.0,0.0,9.926724184145912e-13,0.0,0.0,0.0,1.192830760386288e-21,0.0,4.3680467830222527e-11,0.0,4.39701428366334e-94,0.0,0.0,4.462492129389743e-48,0.0,7.970705031131806e-11,0.0,0.0,0.0,1.484883941965104e-47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0488535372808376e-126,0.0,0.0,0.0,0.0,0.0,3.7407076783977474e-28,0.0,0.0,0.0,0.0,1.929585326624246e-05,0.0,2.818568280251835e-75,0.0
28,4.030579202275237e-27,0.0,0.999977643237092,2.9536355257401063e-18,0.0,1.399723176210874e-34,0.0,0.0,0.0,1.370721193349924e-10,0.0,0.0,0.0,3.360519065490434e-12,0.0,4.483465591925431e-10,0.0,9.161397441432762e-78,0.0,0.0,5.221210987040179e-38,0.0,6.783551281117985e-06,0.0,0.0,0.0,9.636188460447151e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.164328418730734e-115,0.0,0.0,0.0,0.0,0.0,3.049907829820618e-24,0.0,0.0,0.0,0.0,1.557262283550818e-05,0.0,1.048248373006885e-71,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30,3.2277103196720032e-49,0.0,2.3972616295538823e-34,2.1935963088446e-46,0.0,1.3011144828429382e-43,0.0,0.0,0.0,1.2032744815005535e-34,0.0,0.0,0.0,3.949964800359291e-40,1.0306923481013464e-304,1.997835895525277e-37,0.0,1.0232081738714755e-98,0.0,0.0,9.865265804613637e-50,0.0,1.0644318039739639e-31,0.0,0.0,0.0,1.014172103592285e-52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.292739579280094e-52,0.0,0.0,0.0,0.0,5.3869324227713945e-37,0.0,1.4512721842966424e-80,0.0
31,8.832243785069407e-53,0.0,3.2861823844805495e-39,1.2943535979397428e-47,0.0,2.5123556016647092e-48,0.0,0.0,0.0,2.125134029183482e-40,0.0,0.0,0.0,2.1811241847142236e-39,2.195744072562863e-298,4.987706571151178e-42,0.0,2.463415017859957e-90,0.0,0.0,1.7529572527534178e-51,0.0,1.8538087926221906e-36,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.312926254102618e-108,0.0,0.0,0.0,0.0,0.0,3.526455217835992e-48,0.0,0.0,0.0,0.0,5.320727953894505e-41,0.0,9.107137726073969e-83,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1.3397510574448225e-31,0.0,0.9995758845689149,1.3769808460266466e-21,0.0,9.214031299402318e-30,0.0,0.0,0.0,1.185912154726626e-07,0.0,0.0,0.0,1.0908038177432943e-12,0.0,9.822389031034229e-08,0.0,7.774837239316415e-78,0.0,0.0,3.2268162247687187e-40,0.0,6.892078736832275e-05,0.0,0.0,0.0,4.59674060106867e-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.18969132923404e-113,0.0,0.0,0.0,0.0,0.0,1.4141663527739398e-23,0.0,0.0,0.0,0.0,0.0003549778275327161,0.0,1.1933045489165113e-67,0.0
34,3.437851631152895e-41,0.0,0.9999998103421215,5.268836950550407e-31,0.0,5.923285465759041e-41,0.0,0.0,0.0,1.0941179054696082e-18,0.0,0.0,0.0,1.9556802070851307e-21,0.0,9.642119494506974e-13,0.0,1.2448773722463579e-106,0.0,0.0,2.3941604124516967e-58,0.0,1.5121555301186687e-14,0.0,0.0,0.0,9.59916675981153e-54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6290183594918927e-147,0.0,0.0,0.0,0.0,0.0,4.351389595722388e-31,0.0,0.0,0.0,0.0,1.896568889382914e-07,0.0,4.118114276907739e-88,0.0
35,3.534846778514136e-25,0.0,0.006366599103314348,1.727906685530484e-18,0.0,1.371575440695948e-22,0.0,0.0,0.0,1.4978272806403777e-09,0.0,0.0,0.0,4.592091423615095e-11,1.131073009648044e-308,2.565217403679753e-07,0.0,1.6563833272544024e-76,0.0,0.0,2.9836384764137145e-34,0.0,0.9936162836956814,0.0,0.0,0.0,1.2551840518085469e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.66405841283793e-99,0.0,0.0,0.0,0.0,0.0,1.956824430755533e-22,0.0,0.0,0.0,0.0,1.6859135525736798e-05,0.0,6.206122098141871e-64,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1.736278429261011e-39,0.0,0.088609855852101,2.3006006836202446e-27,0.0,1.3401784553086454e-40,0.0,0.0,0.0,3.680504365475316e-17,0.0,0.0,0.0,6.702513670197856e-21,0.0,4.240617353687284e-13,0.0,1.39325028450511e-99,0.0,0.0,1.498585249775334e-55,0.0,3.971038698537794e-13,0.0,0.0,0.0,1.5050498256682934e-55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0179649556512646e-137,0.0,0.0,0.0,0.0,0.0,7.630557454824986e-32,0.0,0.0,0.0,0.0,0.9113901441470704,0.0,3.118098210557747e-82,0.0
38,1.918177016671354e-44,0.0,1.207236199244474e-12,1.3401609876699036e-30,0.0,3.3168212485226363e-43,0.0,0.0,0.0,5.180861292524434e-22,0.0,0.0,0.0,2.537888266032664e-29,0.0,2.7095184182284996e-21,0.0,6.162811765075704e-106,0.0,0.0,5.024253066759079e-59,0.0,8.753712126581942e-23,0.0,0.0,0.0,1.6857456991122242e-59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0892384438498248e-141,0.0,0.0,0.0,0.0,0.0,0.9999999999988063,0.0,0.0,0.0,0.0,7.773585371492829e-17,0.0,7.144924189007002e-88,0.0
39,5.21294198904583e-38,0.0,1.4854482452450484e-11,4.791052860822328e-26,0.0,1.184127379080264e-42,0.0,0.0,0.0,1.5916299416802648e-18,0.0,0.0,0.0,4.005178261414546e-23,0.0,4.811949557726733e-17,0.0,4.080747431519161e-92,0.0,0.0,2.060040395820732e-47,0.0,5.84325940260699e-16,0.0,0.0,0.0,8.886995053312435e-52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9860488102395996e-115,0.0,0.0,0.0,0.0,0.0,0.9999999999851354,0.0,0.0,0.0,0.0,7.556087363560433e-16,0.0,2.32121450084341e-78,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,2.542848801099886e-24,0.0,7.237961342952017e-10,1.0251849735575874e-14,0.0,4.82392473559083e-22,0.0,0.0,0.0,1.077788901645194e-09,0.0,0.0,0.0,6.634254765580563e-18,3.168947861944643e-263,1.0042857974631829e-10,0.0,5.381839363941696e-65,0.0,0.0,7.838310399710302e-22,0.0,0.9999999980968823,0.0,0.0,0.0,4.943624858234648e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.309096442218048e-90,0.0,0.0,0.0,0.0,0.0,2.8126293344887855e-18,0.0,0.0,0.0,0.0,1.1064599130154879e-12,0.0,2.9882354184253713e-56,0.0
42,1.6328568345690395e-24,0.0,8.533567953182227e-19,2.3602380744169863e-23,0.0,9.074851264916287e-24,0.0,0.0,0.0,3.7892760677938105e-14,0.0,0.0,0.0,0.9999999999956231,4.100575050529735e-254,3.5539773466874984e-18,0.0,2.8068476277221635e-59,0.0,0.0,8.929641558714188e-27,0.0,4.32694709603904e-12,0.0,0.0,0.0,1.853063626922654e-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4442760253044214e-82,0.0,0.0,0.0,0.0,0.0,1.5959590107995568e-29,0.0,0.0,0.0,0.0,1.5204112368096018e-19,0.0,1.8719992773979393e-56,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,5.19460955109813e-35,0.0,0.9999963855983033,9.504581118681058e-23,0.0,5.024982395605314e-32,0.0,0.0,0.0,6.012583375748206e-13,0.0,0.0,0.0,9.993500452896546e-18,0.0,1.055458794960443e-08,0.0,3.3502682559824773e-93,0.0,0.0,7.676949980907706e-52,0.0,1.5063507090980165e-12,0.0,0.0,0.0,2.0496000402605626e-50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6736919362980442e-134,0.0,0.0,0.0,0.0,0.0,2.4260002980463403e-32,0.0,0.0,0.0,0.0,3.60384502277326e-06,0.0,5.2522034357419676e-76,0.0
